benchmark,n,variant,final_score,asca_only_score,delta_vs_asca_only,correct_count,asca_only_correct_count,eligible_count,routed_count,switch_count,correct_switches,incorrect_switches,net_switch_gain,source_xlsx,source_cf_diag
textvqa,1000,all_cf_ungated,0.645000,0.733000,-0.088000,645,733,121,121,121,0,88,-88,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_smolvlm2_v91_nocf_regen_textvqa/V91NoCF_SmolVLM2_2B/V91NoCF_SmolVLM2_2B_TextVQA_VAL.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_smolvlm2_v91_cf3_routed_textvqa_n1000/diagnostics/v91cf3_samples.jsonl
