benchmark,setting_name,changed,default_wins,setting_wins,net
textvqa,wsup2p0_wvalid1p0_wbase0p4_wrisk0p75,4,0,1,1
ocrvqa,wsup2p0_wvalid1p0_wbase0p4_wrisk0p75,0,0,0,0
chartqa,wsup2p0_wvalid1p0_wbase0p4_wrisk0p75,3,0,0,0
ocrbench,wsup2p0_wvalid1p0_wbase0p4_wrisk0p75,3,0,1,1
