benchmark,setting_name,changed,default_wins,setting_wins,net
chartqa,wsup2p0_wvalid2p0_wbase0p4_wrisk0p5,3,1,0,-1
textvqa,wsup2p0_wvalid2p0_wbase0p4_wrisk0p5,4,1,0,-1
ocrvqa,wsup2p0_wvalid2p0_wbase0p4_wrisk0p5,1,0,1,1
ocrbench,wsup2p0_wvalid2p0_wbase0p4_wrisk0p5,4,2,0,-2
