benchmark,setting_name,changed,default_wins,setting_wins,net
chartqa,wsup2p0_wvalid1p0_wbase0p4_wrisk0p5,1,0,0,0
textvqa,wsup2p0_wvalid1p0_wbase0p4_wrisk0p5,2,0,0,0
ocrvqa,wsup2p0_wvalid1p0_wbase0p4_wrisk0p5,0,0,0,0
ocrbench,wsup2p0_wvalid1p0_wbase0p4_wrisk0p5,1,0,0,0
