benchmark,n,variant,final_score,asca_only_score,delta_vs_asca_only,correct_count_proxy,asca_only_correct_count_proxy,eligible_count,routed_count,switch_count,correct_switches,incorrect_switches,net_switch_gain,proxy_final_score,proxy_asca_only_score,official_eval_used,official_eval_input_asca,official_eval_input_allcf,source_xlsx,source_cf_diag
ocrvqa,1000,all_cf_ungated,21.600000,16.200000,5.400000,496,607,597,597,331,41,152,-111,0.496000,0.607000,1,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/ablations/groupB_allcf_3bench_20260504_sep/ocrvqa/official_eval_inputs_groupB/ocrvqa/asca_only/asca_only_OCRVQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/ablations/groupB_allcf_3bench_20260504_sep/ocrvqa/official_eval_inputs_groupB/ocrvqa/all_cf_ungated/all_cf_ungated_OCRVQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_smolvlm2_v91_nocf_regen_ocrvqa/V91NoCF_SmolVLM2_2B/V91NoCF_SmolVLM2_2B_OCRVQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_smolvlm2_v91_cf3_allcf_ocrvqa_n1000_20260504_043132/diagnostics/v91cf3_samples.jsonl
