benchmark,dataset,n,setting,w_sup,w_valid,w_base,w_risk,margin_tau,min_support,delta_over_default_tau,min_validity,base_ttaug_score,tuned_score,delta_tuned_minus_ttaug,changed_vs_ttaug,override_count,source_xlsx,source_diag,tuned_eval_input,block_counts
textvqa,TextVQA_VAL,1000,m0p6_s0p75_d0p0,2.0,1.0,1.0,1.0,0.6,0.75,0.0,0.6,78.74,78.74,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_textvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_TextVQA_VAL.xlsx,,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_softoverride_final/official_eval_inputs/textvqa/m0p6_s0p75_d0p0/ttaug_backoff_TextVQA_VAL.xlsx,"{""missing_diag"": 1000}"
ocrvqa,OCRVQA_TEST,1000,m0p6_s0p75_d0p0,2.0,1.0,1.0,1.0,0.6,0.75,0.0,0.6,70.3,70.3,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_ocrvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_OCRVQA_TEST.xlsx,,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_softoverride_final/official_eval_inputs/ocrvqa/m0p6_s0p75_d0p0/ttaug_backoff_OCRVQA_TEST.xlsx,"{""missing_diag"": 1000}"
chartqa,ChartQA_TEST,1000,m0p6_s0p75_d0p0,2.0,1.0,1.0,1.0,0.6,0.75,0.0,0.6,84.8,84.8,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_chartqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_ChartQA_TEST.xlsx,,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_softoverride_final/official_eval_inputs/chartqa/m0p6_s0p75_d0p0/ttaug_backoff_ChartQA_TEST.xlsx,"{""missing_diag"": 1000}"
gqa,GQA_TestDev_Balanced,1000,m0p6_s0p75_d0p0,2.0,1.0,1.0,1.0,0.6,0.75,0.0,0.6,54.900000000000006,54.900000000000006,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_softoverride_final/official_eval_inputs/gqa/m0p6_s0p75_d0p0/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""missing_diag"": 1000}"
ocrbench,OCRBench,1000,m0p6_s0p75_d0p0,2.0,1.0,1.0,1.0,0.6,0.75,0.0,0.6,83.7,83.7,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_ocrbench/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_OCRBench.xlsx,,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_softoverride_final/official_eval_inputs/ocrbench/m0p6_s0p75_d0p0/ttaug_backoff_OCRBench.xlsx,"{""missing_diag"": 1000}"
ai2d,AI2D_TEST,1000,m0p6_s0p75_d0p0,2.0,1.0,1.0,1.0,0.6,0.75,0.0,0.6,0.805,0.805,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_ai2d/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_AI2D_TEST.xlsx,,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_softoverride_final/official_eval_inputs/ai2d/m0p6_s0p75_d0p0/ttaug_backoff_AI2D_TEST.xlsx,"{""missing_diag"": 1000}"
mme_rw,MME-RealWorld-Lite,1000,m0p6_s0p75_d0p0,2.0,1.0,1.0,1.0,0.6,0.75,0.0,0.6,0.398,0.398,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_mme_rw/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_MME-RealWorld-Lite.xlsx,,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_softoverride_final/official_eval_inputs/mme_rw/m0p6_s0p75_d0p0/ttaug_backoff_MME-RealWorld-Lite.xlsx,"{""missing_diag"": 1000}"
coco,COCO_VAL,1000,m0p6_s0p75_d0p0,2.0,1.0,1.0,1.0,0.6,0.75,0.0,0.6,13.029029646318783,13.029029646318783,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_coco/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_COCO_VAL.xlsx,,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_softoverride_final/official_eval_inputs/coco/m0p6_s0p75_d0p0/ttaug_backoff_COCO_VAL.xlsx,"{""missing_diag"": 1000}"
amber,AMBER,1000,m0p6_s0p75_d0p0,2.0,1.0,1.0,1.0,0.6,0.75,0.0,0.6,84.58715596330275,84.58715596330275,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_amber/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_AMBER.xlsx,,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_softoverride_final/official_eval_inputs/amber/m0p6_s0p75_d0p0/ttaug_backoff_AMBER.xlsx,"{""missing_diag"": 1000}"
