benchmark,dataset,n,setting,w_sup,w_valid,w_base,w_risk,margin_tau,min_support,delta_over_default_tau,min_validity,base_ttaug_score,tuned_score,delta_tuned_minus_ttaug,changed_vs_ttaug,override_count,source_xlsx,source_diag,tuned_eval_input,block_counts
ocrvqa,OCRVQA_TEST,1000,m0p8_s1p0_d0p15,2.0,1.0,1.0,1.0,0.8,1.0,0.15,0.6,70.3,70.3,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_ocrvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_OCRVQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_ocrvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/ocrvqa/m0p8_s1p0_d0p15/ttaug_backoff_OCRVQA_TEST.xlsx,"{""too_few_candidates"": 514, ""space_block"": 233, ""low_support"": 253}"
ocrvqa,OCRVQA_TEST,1000,m1p0_s0p875_d0p0,2.0,1.0,1.0,1.0,1.0,0.875,0.0,0.6,70.3,70.1,-0.20000000000000284,2,2,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_ocrvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_OCRVQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_ocrvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/ocrvqa/m1p0_s0p875_d0p0/ttaug_backoff_OCRVQA_TEST.xlsx,"{""too_few_candidates"": 514, ""space_block"": 233, ""low_support"": 165, ""low_margin"": 7, ""same_as_default"": 77, ""override"": 2, ""default_not_in_pool"": 2}"
ocrvqa,OCRVQA_TEST,1000,m1p0_s0p875_d0p15,2.0,1.0,1.0,1.0,1.0,0.875,0.15,0.6,70.3,70.1,-0.20000000000000284,2,2,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_ocrvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_OCRVQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_ocrvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/ocrvqa/m1p0_s0p875_d0p15/ttaug_backoff_OCRVQA_TEST.xlsx,"{""too_few_candidates"": 514, ""space_block"": 233, ""low_support"": 165, ""low_margin"": 7, ""same_as_default"": 77, ""override"": 2, ""default_not_in_pool"": 2}"
ocrvqa,OCRVQA_TEST,1000,m1p0_s1p0_d0p0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6,70.3,70.3,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_ocrvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_OCRVQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_ocrvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/ocrvqa/m1p0_s1p0_d0p0/ttaug_backoff_OCRVQA_TEST.xlsx,"{""too_few_candidates"": 514, ""space_block"": 233, ""low_support"": 253}"
ocrvqa,OCRVQA_TEST,1000,m1p0_s1p0_d0p15,2.0,1.0,1.0,1.0,1.0,1.0,0.15,0.6,70.3,70.3,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_ocrvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_OCRVQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_ocrvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/ocrvqa/m1p0_s1p0_d0p15/ttaug_backoff_OCRVQA_TEST.xlsx,"{""too_few_candidates"": 514, ""space_block"": 233, ""low_support"": 253}"
chartqa,ChartQA_TEST,1000,m0p6_s0p875_d0p0,2.0,1.0,1.0,1.0,0.6,0.875,0.0,0.6,84.8,84.8,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_chartqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_ChartQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_chartqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/chartqa/m0p6_s0p875_d0p0/ttaug_backoff_ChartQA_TEST.xlsx,"{""space_block"": 698, ""too_few_candidates"": 230, ""same_as_default"": 30, ""low_support"": 41, ""low_margin"": 1}"
chartqa,ChartQA_TEST,1000,m0p6_s0p875_d0p15,2.0,1.0,1.0,1.0,0.6,0.875,0.15,0.6,84.8,84.8,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_chartqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_ChartQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_chartqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/chartqa/m0p6_s0p875_d0p15/ttaug_backoff_ChartQA_TEST.xlsx,"{""space_block"": 698, ""too_few_candidates"": 230, ""same_as_default"": 30, ""low_support"": 41, ""low_margin"": 1}"
chartqa,ChartQA_TEST,1000,m0p6_s1p0_d0p0,2.0,1.0,1.0,1.0,0.6,1.0,0.0,0.6,84.8,84.8,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_chartqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_ChartQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_chartqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/chartqa/m0p6_s1p0_d0p0/ttaug_backoff_ChartQA_TEST.xlsx,"{""space_block"": 698, ""too_few_candidates"": 230, ""low_support"": 72}"
chartqa,ChartQA_TEST,1000,m0p6_s1p0_d0p15,2.0,1.0,1.0,1.0,0.6,1.0,0.15,0.6,84.8,84.8,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_chartqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_ChartQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_chartqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/chartqa/m0p6_s1p0_d0p15/ttaug_backoff_ChartQA_TEST.xlsx,"{""space_block"": 698, ""too_few_candidates"": 230, ""low_support"": 72}"
chartqa,ChartQA_TEST,1000,m0p8_s0p875_d0p0,2.0,1.0,1.0,1.0,0.8,0.875,0.0,0.6,84.8,84.8,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_chartqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_ChartQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_chartqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/chartqa/m0p8_s0p875_d0p0/ttaug_backoff_ChartQA_TEST.xlsx,"{""space_block"": 698, ""too_few_candidates"": 230, ""same_as_default"": 30, ""low_support"": 41, ""low_margin"": 1}"
chartqa,ChartQA_TEST,1000,m0p8_s0p875_d0p15,2.0,1.0,1.0,1.0,0.8,0.875,0.15,0.6,84.8,84.8,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_chartqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_ChartQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_chartqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/chartqa/m0p8_s0p875_d0p15/ttaug_backoff_ChartQA_TEST.xlsx,"{""space_block"": 698, ""too_few_candidates"": 230, ""same_as_default"": 30, ""low_support"": 41, ""low_margin"": 1}"
chartqa,ChartQA_TEST,1000,m0p8_s1p0_d0p0,2.0,1.0,1.0,1.0,0.8,1.0,0.0,0.6,84.8,84.8,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_chartqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_ChartQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_chartqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/chartqa/m0p8_s1p0_d0p0/ttaug_backoff_ChartQA_TEST.xlsx,"{""space_block"": 698, ""too_few_candidates"": 230, ""low_support"": 72}"
chartqa,ChartQA_TEST,1000,m0p8_s1p0_d0p15,2.0,1.0,1.0,1.0,0.8,1.0,0.15,0.6,84.8,84.8,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_chartqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_ChartQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_chartqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/chartqa/m0p8_s1p0_d0p15/ttaug_backoff_ChartQA_TEST.xlsx,"{""space_block"": 698, ""too_few_candidates"": 230, ""low_support"": 72}"
chartqa,ChartQA_TEST,1000,m1p0_s0p875_d0p0,2.0,1.0,1.0,1.0,1.0,0.875,0.0,0.6,84.8,84.8,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_chartqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_ChartQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_chartqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/chartqa/m1p0_s0p875_d0p0/ttaug_backoff_ChartQA_TEST.xlsx,"{""space_block"": 698, ""too_few_candidates"": 230, ""same_as_default"": 30, ""low_support"": 41, ""low_margin"": 1}"
chartqa,ChartQA_TEST,1000,m1p0_s0p875_d0p15,2.0,1.0,1.0,1.0,1.0,0.875,0.15,0.6,84.8,84.8,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_chartqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_ChartQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_chartqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/chartqa/m1p0_s0p875_d0p15/ttaug_backoff_ChartQA_TEST.xlsx,"{""space_block"": 698, ""too_few_candidates"": 230, ""same_as_default"": 30, ""low_support"": 41, ""low_margin"": 1}"
chartqa,ChartQA_TEST,1000,m1p0_s1p0_d0p0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6,84.8,84.8,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_chartqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_ChartQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_chartqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/chartqa/m1p0_s1p0_d0p0/ttaug_backoff_ChartQA_TEST.xlsx,"{""space_block"": 698, ""too_few_candidates"": 230, ""low_support"": 72}"
chartqa,ChartQA_TEST,1000,m1p0_s1p0_d0p15,2.0,1.0,1.0,1.0,1.0,1.0,0.15,0.6,84.8,84.8,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_chartqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_ChartQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_chartqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/chartqa/m1p0_s1p0_d0p15/ttaug_backoff_ChartQA_TEST.xlsx,"{""space_block"": 698, ""too_few_candidates"": 230, ""low_support"": 72}"
gqa,GQA_TestDev_Balanced,1000,m0p6_s0p875_d0p0,2.0,1.0,1.0,1.0,0.6,0.875,0.0,0.6,54.900000000000006,54.900000000000006,0.0,4,4,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_gqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/gqa/m0p6_s0p875_d0p0/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""too_few_candidates"": 445, ""low_support"": 259, ""space_block"": 201, ""same_as_default"": 77, ""default_not_in_pool"": 3, ""low_margin"": 11, ""override"": 4}"
gqa,GQA_TestDev_Balanced,1000,m0p6_s0p875_d0p15,2.0,1.0,1.0,1.0,0.6,0.875,0.15,0.6,54.900000000000006,54.900000000000006,0.0,4,4,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_gqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/gqa/m0p6_s0p875_d0p15/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""too_few_candidates"": 445, ""low_support"": 259, ""space_block"": 201, ""same_as_default"": 77, ""default_not_in_pool"": 3, ""low_margin"": 11, ""override"": 4}"
gqa,GQA_TestDev_Balanced,1000,m0p6_s1p0_d0p0,2.0,1.0,1.0,1.0,0.6,1.0,0.0,0.6,54.900000000000006,54.900000000000006,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_gqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/gqa/m0p6_s1p0_d0p0/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""too_few_candidates"": 445, ""low_support"": 354, ""space_block"": 201}"
gqa,GQA_TestDev_Balanced,1000,m0p6_s1p0_d0p15,2.0,1.0,1.0,1.0,0.6,1.0,0.15,0.6,54.900000000000006,54.900000000000006,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_gqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/gqa/m0p6_s1p0_d0p15/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""too_few_candidates"": 445, ""low_support"": 354, ""space_block"": 201}"
gqa,GQA_TestDev_Balanced,1000,m0p8_s0p875_d0p0,2.0,1.0,1.0,1.0,0.8,0.875,0.0,0.6,54.900000000000006,54.900000000000006,0.0,4,4,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_gqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/gqa/m0p8_s0p875_d0p0/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""too_few_candidates"": 445, ""low_support"": 259, ""space_block"": 201, ""same_as_default"": 77, ""default_not_in_pool"": 3, ""low_margin"": 11, ""override"": 4}"
gqa,GQA_TestDev_Balanced,1000,m0p8_s0p875_d0p15,2.0,1.0,1.0,1.0,0.8,0.875,0.15,0.6,54.900000000000006,54.900000000000006,0.0,4,4,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_gqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/gqa/m0p8_s0p875_d0p15/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""too_few_candidates"": 445, ""low_support"": 259, ""space_block"": 201, ""same_as_default"": 77, ""default_not_in_pool"": 3, ""low_margin"": 11, ""override"": 4}"
gqa,GQA_TestDev_Balanced,1000,m0p8_s1p0_d0p0,2.0,1.0,1.0,1.0,0.8,1.0,0.0,0.6,54.900000000000006,54.900000000000006,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_gqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/gqa/m0p8_s1p0_d0p0/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""too_few_candidates"": 445, ""low_support"": 354, ""space_block"": 201}"
gqa,GQA_TestDev_Balanced,1000,m0p8_s1p0_d0p15,2.0,1.0,1.0,1.0,0.8,1.0,0.15,0.6,54.900000000000006,54.900000000000006,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_gqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/gqa/m0p8_s1p0_d0p15/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""too_few_candidates"": 445, ""low_support"": 354, ""space_block"": 201}"
gqa,GQA_TestDev_Balanced,1000,m1p0_s0p875_d0p0,2.0,1.0,1.0,1.0,1.0,0.875,0.0,0.6,54.900000000000006,54.900000000000006,0.0,4,4,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_gqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/gqa/m1p0_s0p875_d0p0/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""too_few_candidates"": 445, ""low_support"": 259, ""space_block"": 201, ""same_as_default"": 77, ""default_not_in_pool"": 3, ""low_margin"": 11, ""override"": 4}"
gqa,GQA_TestDev_Balanced,1000,m1p0_s0p875_d0p15,2.0,1.0,1.0,1.0,1.0,0.875,0.15,0.6,54.900000000000006,54.900000000000006,0.0,4,4,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_gqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/gqa/m1p0_s0p875_d0p15/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""too_few_candidates"": 445, ""low_support"": 259, ""space_block"": 201, ""same_as_default"": 77, ""default_not_in_pool"": 3, ""low_margin"": 11, ""override"": 4}"
