benchmark,dataset,n,setting,w_sup,w_valid,w_base,w_risk,margin_tau,min_support,delta_over_default_tau,min_validity,base_ttaug_score,tuned_score,delta_tuned_minus_ttaug,changed_vs_ttaug,override_count,source_xlsx,source_diag,tuned_eval_input,block_counts
textvqa,TextVQA_VAL,1000,m0p6_s0p875_d0p0,2.0,1.0,1.0,1.0,0.6,0.875,0.0,0.6,78.74,78.81,0.07000000000000739,1,1,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_textvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_TextVQA_VAL.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_textvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/textvqa/m0p6_s0p875_d0p0/ttaug_backoff_TextVQA_VAL.xlsx,"{""same_as_default"": 135, ""too_few_candidates"": 378, ""space_block"": 154, ""default_not_in_pool"": 2, ""low_support"": 311, ""low_margin"": 19, ""override"": 1}"
textvqa,TextVQA_VAL,1000,m0p6_s0p875_d0p15,2.0,1.0,1.0,1.0,0.6,0.875,0.15,0.6,78.74,78.81,0.07000000000000739,1,1,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_textvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_TextVQA_VAL.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_textvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/textvqa/m0p6_s0p875_d0p15/ttaug_backoff_TextVQA_VAL.xlsx,"{""same_as_default"": 135, ""too_few_candidates"": 378, ""space_block"": 154, ""default_not_in_pool"": 2, ""low_support"": 311, ""low_margin"": 19, ""override"": 1}"
textvqa,TextVQA_VAL,1000,m0p6_s1p0_d0p0,2.0,1.0,1.0,1.0,0.6,1.0,0.0,0.6,78.74,78.74,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_textvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_TextVQA_VAL.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_textvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/textvqa/m0p6_s1p0_d0p0/ttaug_backoff_TextVQA_VAL.xlsx,"{""low_support"": 468, ""too_few_candidates"": 378, ""space_block"": 154}"
textvqa,TextVQA_VAL,1000,m0p6_s1p0_d0p15,2.0,1.0,1.0,1.0,0.6,1.0,0.15,0.6,78.74,78.74,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_textvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_TextVQA_VAL.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_textvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/textvqa/m0p6_s1p0_d0p15/ttaug_backoff_TextVQA_VAL.xlsx,"{""low_support"": 468, ""too_few_candidates"": 378, ""space_block"": 154}"
textvqa,TextVQA_VAL,1000,m0p8_s0p875_d0p0,2.0,1.0,1.0,1.0,0.8,0.875,0.0,0.6,78.74,78.81,0.07000000000000739,1,1,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_textvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_TextVQA_VAL.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_textvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/textvqa/m0p8_s0p875_d0p0/ttaug_backoff_TextVQA_VAL.xlsx,"{""same_as_default"": 135, ""too_few_candidates"": 378, ""space_block"": 154, ""default_not_in_pool"": 2, ""low_support"": 311, ""low_margin"": 19, ""override"": 1}"
textvqa,TextVQA_VAL,1000,m0p8_s0p875_d0p15,2.0,1.0,1.0,1.0,0.8,0.875,0.15,0.6,78.74,78.81,0.07000000000000739,1,1,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_textvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_TextVQA_VAL.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_textvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/textvqa/m0p8_s0p875_d0p15/ttaug_backoff_TextVQA_VAL.xlsx,"{""same_as_default"": 135, ""too_few_candidates"": 378, ""space_block"": 154, ""default_not_in_pool"": 2, ""low_support"": 311, ""low_margin"": 19, ""override"": 1}"
textvqa,TextVQA_VAL,1000,m0p8_s1p0_d0p0,2.0,1.0,1.0,1.0,0.8,1.0,0.0,0.6,78.74,78.74,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_textvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_TextVQA_VAL.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_textvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/textvqa/m0p8_s1p0_d0p0/ttaug_backoff_TextVQA_VAL.xlsx,"{""low_support"": 468, ""too_few_candidates"": 378, ""space_block"": 154}"
textvqa,TextVQA_VAL,1000,m0p8_s1p0_d0p15,2.0,1.0,1.0,1.0,0.8,1.0,0.15,0.6,78.74,78.74,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_textvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_TextVQA_VAL.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_textvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/textvqa/m0p8_s1p0_d0p15/ttaug_backoff_TextVQA_VAL.xlsx,"{""low_support"": 468, ""too_few_candidates"": 378, ""space_block"": 154}"
textvqa,TextVQA_VAL,1000,m1p0_s0p875_d0p0,2.0,1.0,1.0,1.0,1.0,0.875,0.0,0.6,78.74,78.81,0.07000000000000739,1,1,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_textvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_TextVQA_VAL.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_textvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/textvqa/m1p0_s0p875_d0p0/ttaug_backoff_TextVQA_VAL.xlsx,"{""same_as_default"": 135, ""too_few_candidates"": 378, ""space_block"": 154, ""default_not_in_pool"": 2, ""low_support"": 311, ""low_margin"": 19, ""override"": 1}"
textvqa,TextVQA_VAL,1000,m1p0_s0p875_d0p15,2.0,1.0,1.0,1.0,1.0,0.875,0.15,0.6,78.74,78.81,0.07000000000000739,1,1,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_textvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_TextVQA_VAL.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_textvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/textvqa/m1p0_s0p875_d0p15/ttaug_backoff_TextVQA_VAL.xlsx,"{""same_as_default"": 135, ""too_few_candidates"": 378, ""space_block"": 154, ""default_not_in_pool"": 2, ""low_support"": 311, ""low_margin"": 19, ""override"": 1}"
textvqa,TextVQA_VAL,1000,m1p0_s1p0_d0p0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6,78.74,78.74,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_textvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_TextVQA_VAL.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_textvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/textvqa/m1p0_s1p0_d0p0/ttaug_backoff_TextVQA_VAL.xlsx,"{""low_support"": 468, ""too_few_candidates"": 378, ""space_block"": 154}"
textvqa,TextVQA_VAL,1000,m1p0_s1p0_d0p15,2.0,1.0,1.0,1.0,1.0,1.0,0.15,0.6,78.74,78.74,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_textvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_TextVQA_VAL.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_textvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/textvqa/m1p0_s1p0_d0p15/ttaug_backoff_TextVQA_VAL.xlsx,"{""low_support"": 468, ""too_few_candidates"": 378, ""space_block"": 154}"
ocrvqa,OCRVQA_TEST,1000,m0p6_s0p875_d0p0,2.0,1.0,1.0,1.0,0.6,0.875,0.0,0.6,70.3,70.1,-0.20000000000000284,2,2,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_ocrvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_OCRVQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_ocrvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/ocrvqa/m0p6_s0p875_d0p0/ttaug_backoff_OCRVQA_TEST.xlsx,"{""too_few_candidates"": 514, ""space_block"": 233, ""low_support"": 165, ""low_margin"": 7, ""same_as_default"": 77, ""override"": 2, ""default_not_in_pool"": 2}"
ocrvqa,OCRVQA_TEST,1000,m0p6_s0p875_d0p15,2.0,1.0,1.0,1.0,0.6,0.875,0.15,0.6,70.3,70.1,-0.20000000000000284,2,2,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_ocrvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_OCRVQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_ocrvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/ocrvqa/m0p6_s0p875_d0p15/ttaug_backoff_OCRVQA_TEST.xlsx,"{""too_few_candidates"": 514, ""space_block"": 233, ""low_support"": 165, ""low_margin"": 7, ""same_as_default"": 77, ""override"": 2, ""default_not_in_pool"": 2}"
ocrvqa,OCRVQA_TEST,1000,m0p6_s1p0_d0p0,2.0,1.0,1.0,1.0,0.6,1.0,0.0,0.6,70.3,70.3,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_ocrvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_OCRVQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_ocrvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/ocrvqa/m0p6_s1p0_d0p0/ttaug_backoff_OCRVQA_TEST.xlsx,"{""too_few_candidates"": 514, ""space_block"": 233, ""low_support"": 253}"
ocrvqa,OCRVQA_TEST,1000,m0p6_s1p0_d0p15,2.0,1.0,1.0,1.0,0.6,1.0,0.15,0.6,70.3,70.3,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_ocrvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_OCRVQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_ocrvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/ocrvqa/m0p6_s1p0_d0p15/ttaug_backoff_OCRVQA_TEST.xlsx,"{""too_few_candidates"": 514, ""space_block"": 233, ""low_support"": 253}"
ocrvqa,OCRVQA_TEST,1000,m0p8_s0p875_d0p0,2.0,1.0,1.0,1.0,0.8,0.875,0.0,0.6,70.3,70.1,-0.20000000000000284,2,2,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_ocrvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_OCRVQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_ocrvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/ocrvqa/m0p8_s0p875_d0p0/ttaug_backoff_OCRVQA_TEST.xlsx,"{""too_few_candidates"": 514, ""space_block"": 233, ""low_support"": 165, ""low_margin"": 7, ""same_as_default"": 77, ""override"": 2, ""default_not_in_pool"": 2}"
ocrvqa,OCRVQA_TEST,1000,m0p8_s0p875_d0p15,2.0,1.0,1.0,1.0,0.8,0.875,0.15,0.6,70.3,70.1,-0.20000000000000284,2,2,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_ocrvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_OCRVQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_ocrvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/ocrvqa/m0p8_s0p875_d0p15/ttaug_backoff_OCRVQA_TEST.xlsx,"{""too_few_candidates"": 514, ""space_block"": 233, ""low_support"": 165, ""low_margin"": 7, ""same_as_default"": 77, ""override"": 2, ""default_not_in_pool"": 2}"
ocrvqa,OCRVQA_TEST,1000,m0p8_s1p0_d0p0,2.0,1.0,1.0,1.0,0.8,1.0,0.0,0.6,70.3,70.3,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_ocrvqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_OCRVQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_ocrvqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_n1000_9b_stricter/official_eval_inputs/ocrvqa/m0p8_s1p0_d0p0/ttaug_backoff_OCRVQA_TEST.xlsx,"{""too_few_candidates"": 514, ""space_block"": 233, ""low_support"": 253}"
