benchmark,setting_name,changed,default_wins,setting_wins,net
textvqa,wsup2p0_wvalid1p0_wbase0p0_wrisk0p5,29,6,7,1
ocrvqa,wsup2p0_wvalid1p0_wbase0p0_wrisk0p5,16,2,0,-2
chartqa,wsup2p0_wvalid1p0_wbase0p0_wrisk0p5,38,8,6,-2
ocrbench,wsup2p0_wvalid1p0_wbase0p0_wrisk0p5,35,5,5,0
