benchmark,n,varied_param,param_value,setting_name,w_sup,w_valid,w_base,w_risk,metric,score,delta_vs_default,official_default_score,official_nocf_default_score,official_routed_default_score,default_method,default_basis,proxy_score,proxy_default_score,changed_vs_default,default_wins,setting_wins,net_vs_default,changed_vs_frequency_only,setting_output_file,candidate_source,candidate_source_policy,default_source_cfg,missing_diag_samples,missing_support_candidates
chartqa,1000,w_sup,1.0,wsup1p0_wvalid1p0_wbase0p4_wrisk0p5,1.0,1.0,0.4,0.5,official_metric,57.200000,-19.100000,76.300000,76.300000,76.300000,nocf,nocf_official,0.712000,0.713000,9,3,2,-1,46,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/sensitivity_asca_weights/groupA_nocf_wsup_wvalid_4bench_n1000_20260506_081346/wsup_1.0/wsup1p0_wvalid1p0_wbase0p4_wrisk0p5/chartqa_predictions.csv,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_smolvlm2_v91_nocf_regen_chartqa_n1000_regenA_20260503_161454/diagnostics/v91nocf_samples.jsonl,test_config_smolvlm2_v91_nocf_regen_chartqa_n1000,test_config_smolvlm2_v91_nocf_regen_chartqa,0,83
textvqa,1000,w_sup,1.0,wsup1p0_wvalid1p0_wbase0p4_wrisk0p5,1.0,1.0,0.4,0.5,official_metric,68.310000,-3.650000,71.960000,71.960000,72.080000,nocf,nocf_official,0.771000,0.770000,18,3,4,1,62,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/sensitivity_asca_weights/groupA_nocf_wsup_wvalid_4bench_n1000_20260506_081346/wsup_1.0/wsup1p0_wvalid1p0_wbase0p4_wrisk0p5/textvqa_predictions.csv,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_smolvlm2_v91_nocf_regen_textvqa_n1000_regenA_20260503_161454/diagnostics/v91nocf_samples.jsonl,test_config_smolvlm2_v91_nocf_regen_textvqa_n1000,test_config_smolvlm2_v91_nocf_regen_textvqa,0,37
ocrvqa,1000,w_sup,1.0,wsup1p0_wvalid1p0_wbase0p4_wrisk0p5,1.0,1.0,0.4,0.5,official_metric,49.600000,33.400000,16.200000,16.200000,16.100000,nocf,nocf_official,0.612000,0.607000,21,3,8,5,59,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/sensitivity_asca_weights/groupA_nocf_wsup_wvalid_4bench_n1000_20260506_081346/wsup_1.0/wsup1p0_wvalid1p0_wbase0p4_wrisk0p5/ocrvqa_predictions.csv,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_smolvlm2_v91_nocf_regen_ocrvqa_n1000_regenA_20260503_161454/diagnostics/v91nocf_samples.jsonl,test_config_smolvlm2_v91_nocf_regen_ocrvqa_n1000,test_config_smolvlm2_v91_nocf_regen_ocrvqa,0,25
ocrbench,1000,w_sup,1.0,wsup1p0_wvalid1p0_wbase0p4_wrisk0p5,1.0,1.0,0.4,0.5,official_metric,54.700000,-17.800000,72.500000,72.500000,72.500000,nocf,nocf_official,0.707000,0.706000,24,6,7,1,67,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/sensitivity_asca_weights/groupA_nocf_wsup_wvalid_4bench_n1000_20260506_081346/wsup_1.0/wsup1p0_wvalid1p0_wbase0p4_wrisk0p5/ocrbench_predictions.csv,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_smolvlm2_v91_nocf_regen_ocrbench_n1000_regenA_20260503_161454/diagnostics/v91nocf_samples.jsonl,test_config_smolvlm2_v91_nocf_regen_ocrbench_n1000,test_config_smolvlm2_v91_nocf_regen_ocrbench,0,90
