benchmark,dataset,n,setting,w_sup,w_valid,w_base,w_risk,margin_tau,min_support,delta_over_default_tau,min_validity,base_ttaug_score,tuned_score,delta_tuned_minus_ttaug,changed_vs_ttaug,override_count,source_xlsx,source_diag,tuned_eval_input,block_counts
chartqa,ChartQA_TEST,200,m0p6_s0p875_d0p15,2.0,1.0,1.0,1.0,0.6,0.875,0.15,0.6,81.0,81.0,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_chartqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_ChartQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_chartqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_calib_n200/official_eval_inputs/chartqa/m0p6_s0p875_d0p15/ttaug_backoff_ChartQA_TEST.xlsx,"{""space_block"": 128, ""too_few_candidates"": 62, ""same_as_default"": 5, ""low_support"": 5}"
chartqa,ChartQA_TEST,200,m0p8_s0p75_d0p0,2.0,1.0,1.0,1.0,0.8,0.75,0.0,0.6,81.0,80.5,-0.5,1,1,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_chartqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_ChartQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_chartqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_calib_n200/official_eval_inputs/chartqa/m0p8_s0p75_d0p0/ttaug_backoff_ChartQA_TEST.xlsx,"{""space_block"": 128, ""too_few_candidates"": 62, ""same_as_default"": 7, ""low_support"": 2, ""override"": 1}"
chartqa,ChartQA_TEST,200,m0p8_s0p75_d0p15,2.0,1.0,1.0,1.0,0.8,0.75,0.15,0.6,81.0,80.5,-0.5,1,1,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_chartqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_ChartQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_chartqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_calib_n200/official_eval_inputs/chartqa/m0p8_s0p75_d0p15/ttaug_backoff_ChartQA_TEST.xlsx,"{""space_block"": 128, ""too_few_candidates"": 62, ""same_as_default"": 7, ""low_support"": 2, ""override"": 1}"
chartqa,ChartQA_TEST,200,m0p8_s0p875_d0p0,2.0,1.0,1.0,1.0,0.8,0.875,0.0,0.6,81.0,81.0,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_chartqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_ChartQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_chartqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_calib_n200/official_eval_inputs/chartqa/m0p8_s0p875_d0p0/ttaug_backoff_ChartQA_TEST.xlsx,"{""space_block"": 128, ""too_few_candidates"": 62, ""same_as_default"": 5, ""low_support"": 5}"
chartqa,ChartQA_TEST,200,m0p8_s0p875_d0p15,2.0,1.0,1.0,1.0,0.8,0.875,0.15,0.6,81.0,81.0,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_chartqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_ChartQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_chartqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_calib_n200/official_eval_inputs/chartqa/m0p8_s0p875_d0p15/ttaug_backoff_ChartQA_TEST.xlsx,"{""space_block"": 128, ""too_few_candidates"": 62, ""same_as_default"": 5, ""low_support"": 5}"
chartqa,ChartQA_TEST,200,m1p0_s0p75_d0p0,2.0,1.0,1.0,1.0,1.0,0.75,0.0,0.6,81.0,80.5,-0.5,1,1,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_chartqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_ChartQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_chartqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_calib_n200/official_eval_inputs/chartqa/m1p0_s0p75_d0p0/ttaug_backoff_ChartQA_TEST.xlsx,"{""space_block"": 128, ""too_few_candidates"": 62, ""same_as_default"": 7, ""low_support"": 2, ""override"": 1}"
chartqa,ChartQA_TEST,200,m1p0_s0p75_d0p15,2.0,1.0,1.0,1.0,1.0,0.75,0.15,0.6,81.0,80.5,-0.5,1,1,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_chartqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_ChartQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_chartqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_calib_n200/official_eval_inputs/chartqa/m1p0_s0p75_d0p15/ttaug_backoff_ChartQA_TEST.xlsx,"{""space_block"": 128, ""too_few_candidates"": 62, ""same_as_default"": 7, ""low_support"": 2, ""override"": 1}"
chartqa,ChartQA_TEST,200,m1p0_s0p875_d0p0,2.0,1.0,1.0,1.0,1.0,0.875,0.0,0.6,81.0,81.0,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_chartqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_ChartQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_chartqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_calib_n200/official_eval_inputs/chartqa/m1p0_s0p875_d0p0/ttaug_backoff_ChartQA_TEST.xlsx,"{""space_block"": 128, ""too_few_candidates"": 62, ""same_as_default"": 5, ""low_support"": 5}"
chartqa,ChartQA_TEST,200,m1p0_s0p875_d0p15,2.0,1.0,1.0,1.0,1.0,0.875,0.15,0.6,81.0,81.0,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_chartqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_ChartQA_TEST.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_chartqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_calib_n200/official_eval_inputs/chartqa/m1p0_s0p875_d0p15/ttaug_backoff_ChartQA_TEST.xlsx,"{""space_block"": 128, ""too_few_candidates"": 62, ""same_as_default"": 5, ""low_support"": 5}"
gqa,GQA_TestDev_Balanced,200,m0p6_s0p75_d0p0,2.0,1.0,1.0,1.0,0.6,0.75,0.0,0.6,56.99999999999999,57.99999999999999,1.0,4,4,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_gqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_calib_n200/official_eval_inputs/gqa/m0p6_s0p75_d0p0/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""too_few_candidates"": 85, ""low_support"": 46, ""same_as_default"": 17, ""space_block"": 37, ""default_not_in_pool"": 1, ""low_margin"": 10, ""override"": 4}"
gqa,GQA_TestDev_Balanced,200,m0p6_s0p75_d0p15,2.0,1.0,1.0,1.0,0.6,0.75,0.15,0.6,56.99999999999999,57.99999999999999,1.0,4,4,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_gqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_calib_n200/official_eval_inputs/gqa/m0p6_s0p75_d0p15/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""too_few_candidates"": 85, ""low_support"": 46, ""same_as_default"": 17, ""space_block"": 37, ""default_not_in_pool"": 1, ""low_margin"": 10, ""override"": 4}"
gqa,GQA_TestDev_Balanced,200,m0p6_s0p875_d0p0,2.0,1.0,1.0,1.0,0.6,0.875,0.0,0.6,56.99999999999999,56.99999999999999,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_gqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_calib_n200/official_eval_inputs/gqa/m0p6_s0p875_d0p0/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""too_few_candidates"": 85, ""low_support"": 62, ""space_block"": 37, ""same_as_default"": 11, ""default_not_in_pool"": 1, ""low_margin"": 4}"
gqa,GQA_TestDev_Balanced,200,m0p6_s0p875_d0p15,2.0,1.0,1.0,1.0,0.6,0.875,0.15,0.6,56.99999999999999,56.99999999999999,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_gqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_calib_n200/official_eval_inputs/gqa/m0p6_s0p875_d0p15/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""too_few_candidates"": 85, ""low_support"": 62, ""space_block"": 37, ""same_as_default"": 11, ""default_not_in_pool"": 1, ""low_margin"": 4}"
gqa,GQA_TestDev_Balanced,200,m0p8_s0p75_d0p0,2.0,1.0,1.0,1.0,0.8,0.75,0.0,0.6,56.99999999999999,57.99999999999999,1.0,4,4,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_gqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_calib_n200/official_eval_inputs/gqa/m0p8_s0p75_d0p0/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""too_few_candidates"": 85, ""low_support"": 46, ""same_as_default"": 17, ""space_block"": 37, ""default_not_in_pool"": 1, ""low_margin"": 10, ""override"": 4}"
gqa,GQA_TestDev_Balanced,200,m0p8_s0p75_d0p15,2.0,1.0,1.0,1.0,0.8,0.75,0.15,0.6,56.99999999999999,57.99999999999999,1.0,4,4,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_gqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_calib_n200/official_eval_inputs/gqa/m0p8_s0p75_d0p15/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""too_few_candidates"": 85, ""low_support"": 46, ""same_as_default"": 17, ""space_block"": 37, ""default_not_in_pool"": 1, ""low_margin"": 10, ""override"": 4}"
gqa,GQA_TestDev_Balanced,200,m0p8_s0p875_d0p0,2.0,1.0,1.0,1.0,0.8,0.875,0.0,0.6,56.99999999999999,56.99999999999999,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_gqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_calib_n200/official_eval_inputs/gqa/m0p8_s0p875_d0p0/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""too_few_candidates"": 85, ""low_support"": 62, ""space_block"": 37, ""same_as_default"": 11, ""default_not_in_pool"": 1, ""low_margin"": 4}"
gqa,GQA_TestDev_Balanced,200,m0p8_s0p875_d0p15,2.0,1.0,1.0,1.0,0.8,0.875,0.15,0.6,56.99999999999999,56.99999999999999,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_gqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_calib_n200/official_eval_inputs/gqa/m0p8_s0p875_d0p15/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""too_few_candidates"": 85, ""low_support"": 62, ""space_block"": 37, ""same_as_default"": 11, ""default_not_in_pool"": 1, ""low_margin"": 4}"
gqa,GQA_TestDev_Balanced,200,m1p0_s0p75_d0p0,2.0,1.0,1.0,1.0,1.0,0.75,0.0,0.6,56.99999999999999,57.99999999999999,1.0,4,4,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_gqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_calib_n200/official_eval_inputs/gqa/m1p0_s0p75_d0p0/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""too_few_candidates"": 85, ""low_support"": 46, ""same_as_default"": 17, ""space_block"": 37, ""default_not_in_pool"": 1, ""low_margin"": 10, ""override"": 4}"
gqa,GQA_TestDev_Balanced,200,m1p0_s0p75_d0p15,2.0,1.0,1.0,1.0,1.0,0.75,0.15,0.6,56.99999999999999,57.99999999999999,1.0,4,4,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_gqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_calib_n200/official_eval_inputs/gqa/m1p0_s0p75_d0p15/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""too_few_candidates"": 85, ""low_support"": 46, ""same_as_default"": 17, ""space_block"": 37, ""default_not_in_pool"": 1, ""low_margin"": 10, ""override"": 4}"
gqa,GQA_TestDev_Balanced,200,m1p0_s0p875_d0p0,2.0,1.0,1.0,1.0,1.0,0.875,0.0,0.6,56.99999999999999,56.99999999999999,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_gqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_calib_n200/official_eval_inputs/gqa/m1p0_s0p875_d0p0/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""too_few_candidates"": 85, ""low_support"": 62, ""space_block"": 37, ""same_as_default"": 11, ""default_not_in_pool"": 1, ""low_margin"": 4}"
gqa,GQA_TestDev_Balanced,200,m1p0_s0p875_d0p15,2.0,1.0,1.0,1.0,1.0,0.875,0.15,0.6,56.99999999999999,56.99999999999999,0.0,0,0,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/benchmark_results/n_samples_1000/test_config_ovis2_2b_ttaug_gqa/TTAugAdapter_Ovis2_2B_8_SimplePara_average/T20260502_G8433322c/TTAugAdapter_Ovis2_2B_8_SimplePara_average_GQA_TestDev_Balanced.xlsx,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/.runtime_cache/test_config_ovis2_2b_asca_gqa_n1000/diagnostics/asca_samples.jsonl,<ANON_ROOT>/peking/smolvlm2_paper/ets_clean/paper_neurips2026_artifacts/second_backbone/ovis2_ttaug_backoff_calib_n200/official_eval_inputs/gqa/m1p0_s0p875_d0p15/ttaug_backoff_GQA_TestDev_Balanced.xlsx,"{""too_few_candidates"": 85, ""low_support"": 62, ""space_block"": 37, ""same_as_default"": 11, ""default_not_in_pool"": 1, ""low_margin"": 4}"
